"Barnadesia_spinosa"	"Siphocampylus_paramicola"	"Brachyotum_lindenii"	"Disterigma_codonanthum"	"Puya_clava-herculis"	"Siphocampylus_giganteus"	"Macleania_rupestris"	"Guzmania_candelabrum"	"Desfontainea_spinosa"	"Guzmania_bakeri"	"Espeletia_sp1_M_PL_068"	"Gaultheria_erecta"	"Disterigma_sp1_M_PL_068"	"Tillandsia_orbicularis"	"Gaiadendron_punctatum"	"Racinaea_tetrantha"	"Brachyotum_ledifolium"	"Vaccinium_floribundum"	"Bomarea_sp1_M_PL_068"	"Brachyotum_sp1_M_PL_068"	"Fuchsia_corollata"	"Bomarea_linifolia"	"Centropogon_sp1_M_PL_068"	"Elleanthus_sp1_M_PL_068"	"Passiflora_mixta"	"Tillandsia_complanata"	"Tristerix_longebracteatus"	"Gaultheria_insipida"	"Bejaria_aestuans"	"Diplostephium_sp1_M_PL_068"	"Pernettya_prostrata"	"Eriocnemis_mosquera"	"Aglaeactis_cupripennis"	"Pterophanes_cyanopterus"	"Chalcostigma_herrani"	"Metallura_tyrianthina"	"Eriocnemis_derbyi"	"Lafresnaya_lafresnayi"	"Coeligena_lutetiae"	"Ensifera_ensifera"
"Fuchsia_corollata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0.0333333333333333	0	0	0.0333333333333333	0
"Bomarea_linifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.05	0	0	0	0	0
"Centropogon_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0.0333333333333333	0.0333333333333333	0	0
"Elleanthus_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0.05	0	0	0	0	0
"Passiflora_mixta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0.05
"Tillandsia_complanata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0	0	0	0
"Tristerix_longebracteatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
"Gaultheria_insipida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0
"Bejaria_aestuans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Diplostephium_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Pernettya_prostrata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
"Eriocnemis_mosquera"	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0.004	0	0.004	0.004	0.004	0	0.004	0.004	0.004	0.004	0.004	0	0.004	0.004	0.004	0.004	0.004	0	0	0.004	0.004	0	0	0	0	0	0	0	0	0	0
"Aglaeactis_cupripennis"	0.0125	0.0125	0.0125	0	0.0125	0.0125	0	0	0	0	0	0	0	0	0	0	0.0125	0	0.0125	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pterophanes_cyanopterus"	0	0.0166666666666667	0	0	0.0166666666666667	0.0166666666666667	0.0166666666666667	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcostigma_herrani"	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0.00714285714285714	0	0	0.00714285714285714	0	0	0.00714285714285714	0	0	0	0.00714285714285714	0	0.00714285714285714	0	0	0	0.00714285714285714	0	0	0.00714285714285714	0	0	0	0	0	0	0	0	0
"Metallura_tyrianthina"	0.00833333333333333	0.00833333333333333	0	0.00833333333333333	0	0	0.00833333333333333	0.00833333333333333	0	0	0	0.00833333333333333	0.00833333333333333	0	0	0.00833333333333333	0	0.00833333333333333	0	0	0.00833333333333333	0	0	0	0	0.00833333333333333	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0
"Eriocnemis_derbyi"	0.00909090909090909	0.00909090909090909	0	0.00909090909090909	0	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0.00909090909090909	0	0	0	0	0	0.00909090909090909	0	0	0.00909090909090909	0	0	0	0.00909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lafresnaya_lafresnayi"	0.0333333333333333	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coeligena_lutetiae"	0	0	0	0	0	0.0333333333333333	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ensifera_ensifera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
